name,mob_id,source_url,image_url,face_shape,eye_style,expression,body_type,color_tone,human_like,animal_like,blob_like,ghost_like,object_like,plant_like,cute_level,dark_level,power_level,energy,shape_tag,eye_tag,expression_tag,species_tag,mood_tag,color_tag,size_tag,feature_tag,match_tags,match_note
러스터픽시,5120000,https://mapledb.kr/search.php?q=5120000&t=mob,https://maplestory.io/api/KMS/389/mob/5120000/render/stand,round,big,happy,blob,bright,0,0,10,0,0,0,9,0,2,6,round,big-eye,happy,blob,cute,yellow,small,jelly,"round,big-eye,happy,blob,cute,yellow,small,jelly","둥글고 귀여운 외형으로, 밝고 행복한 인상의 사람과 매칭하기 좋음"
라이오너,5120002,https://mapledb.kr/search.php?q=5120002&t=mob,https://maplestory.io/api/KMS/389/mob/5120002/render/stand,round,big,playful,animal,mixed,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,white,small,pet-like,"round,big-eye,playful,animal,cute,white,small,pet-like","귀엽고 장난기 있는 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
그류핀,5120003,https://mapledb.kr/search.php?q=5120003&t=mob,https://maplestory.io/api/KMS/389/mob/5120003/render/stand,round,big,playful,animal,mixed,0,10,0,0,0,0,9,1,2,6,round,big-eye,playful,animal,cute,white,small,pet-like,"round,big-eye,playful,animal,cute,white,small,pet-like","귀엽고 장난기 있는 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
머신 MT-09,5120100,https://mapledb.kr/search.php?q=5120100&t=mob,https://maplestory.io/api/KMS/389/mob/5120100/render/stand,square,big,playful,object,neutral,0,0,0,0,10,0,5,2,6,7,square,big-eye,playful,object,cool,gray,medium,robot,"square,big-eye,playful,object,cool,gray,medium,robot",기계적인 외형과 장난기 있는 표정으로 독특한 분위기의 사람과 매칭하기 좋음
도라지,5120501,https://mapledb.kr/search.php?q=5120501&t=mob,https://maplestory.io/api/KMS/389/mob/5120501/render/stand,round,big,happy,plant,neutral,0,0,0,0,0,10,7,1,2,4,round,big-eye,happy,plant,cute,gray,small,wood,"round,big-eye,happy,plant,cute,gray,small,wood","둥글고 귀여운 식물형 외형으로, 밝고 행복한 인상의 사람과 잘 어울림"
늙은 도라지,5120502,https://mapledb.kr/search.php?q=5120502&t=mob,https://maplestory.io/api/KMS/389/mob/5120502/render/stand,round,simple,gentle,plant,neutral,0,0,0,0,0,10,6,1,4,3,round,simple-eye,gentle,plant,calm,gray,medium,wood,"round,simple-eye,gentle,plant,calm,gray,medium,wood",부드럽고 온화한 외형으로 차분한 인상의 사람과 매칭하기 좋음
천록,5120505,https://mapledb.kr/search.php?q=5120505&t=mob,https://maplestory.io/api/KMS/389/mob/5120505/render/stand,round,big,gentle,animal,warm,0,10,0,0,0,0,9,0,2,4,round,big-eye,gentle,animal,cute,brown,small,pet-like,"round,big-eye,gentle,animal,cute,brown,small,pet-like","귀엽고 부드러운 외형으로, 온화한 인상의 사람과 잘 어울림"
비급,5120506,https://mapledb.kr/search.php?q=5120506&t=mob,https://maplestory.io/api/KMS/389/mob/5120506/render/stand,round,simple,gentle,blob,cool,0,0,10,0,0,0,9,1,2,4,round,simple-eye,gentle,blob,cute,blue,small,jelly,"round,simple-eye,gentle,blob,cute,blue,small,jelly",둥글고 부드러운 외형으로 귀엽고 온화한 인상의 사람과 잘 어울림
드레이크,5130100,https://mapledb.kr/search.php?q=5130100&t=mob,https://maplestory.io/api/KMS/389/mob/5130100/render/stand,wide,big,playful,animal,green,0,10,0,0,0,0,7,2,5,6,wide-face,big-eye,playful,animal,cool,green,medium,pet-like,"wide-face,big-eye,playful,animal,cool,green,medium,pet-like","넓은 얼굴과 큰 눈, 장난기 있는 표정으로 귀엽고 활발한 인상의 사람과 잘 어울림"
스톤골렘,5130101,https://mapledb.kr/search.php?q=5130101&t=mob,https://maplestory.io/api/KMS/389/mob/5130101/render/stand,square,simple,blank,object,neutral,0,0,0,0,10,0,2,0,7,4,square,simple-eye,blank,object,strong,gray,large,stone,"square,simple-eye,blank,object,strong,gray,large,stone",단단하고 강한 외형으로 힘 있는 인상의 사람과 매칭하기 좋음
다크 스톤골렘,5130102,https://mapledb.kr/search.php?q=5130102&t=mob,https://maplestory.io/api/KMS/389/mob/5130102/render/stand,square,simple,scary,object,dark,0,0,0,0,10,0,1,8,7,4,square,simple-eye,scary,object,dark,gray,large,stone,"square,simple-eye,scary,object,dark,gray,large,stone",어두운 색상과 강한 외형으로 인해 무서운 인상의 사람과 매칭하기 좋음
크로코,5130103,https://mapledb.kr/search.php?q=5130103&t=mob,https://maplestory.io/api/KMS/389/mob/5130103/render/stand,wide,big,playful,animal,green,0,10,0,0,0,0,7,1,4,6,wide-face,big-eye,playful,animal,cute,green,medium,pet-like,"wide-face,big-eye,playful,animal,cute,green,medium,pet-like","귀엽고 장난기 있는 외형으로, 친근한 인상의 사람과 매칭하기 좋음"
헥터,5130104,https://mapledb.kr/search.php?q=5130104&t=mob,https://maplestory.io/api/KMS/389/mob/5130104/render/stand,wide,sleepy,scary,animal,neutral,0,10,0,0,0,0,2,7,5,4,wide-face,sleepy-eye,scary,animal,dark,brown,medium,monster-like,"wide-face,sleepy-eye,scary,animal,dark,brown,medium,monster-like",어두운 분위기와 무서운 인상으로 강렬한 느낌의 사람과 매칭하기 좋음
마이너 좀비,5130108,https://mapledb.kr/search.php?q=5130108&t=mob,https://maplestory.io/api/KMS/389/mob/5130108/render/stand,round,big,scary,ghost,green,2,0,0,10,0,0,1,8,5,4,round,big-eye,scary,ghost,dark,green,medium,undead,"round,big-eye,scary,ghost,dark,green,medium,undead",무서운 외형과 어두운 분위기로 인해 공포스러운 인상의 사람과 매칭하기 좋음
화이트팽,5140000,https://mapledb.kr/search.php?q=5140000&t=mob,https://maplestory.io/api/KMS/389/mob/5140000/render/stand,sharp,small,scary,animal,mixed,0,10,0,0,0,0,2,7,6,4,sharp,small-eye,scary,animal,dark,white,medium,monster-like,"sharp,small-eye,scary,animal,dark,white,medium,monster-like",날카로운 외형과 무서운 인상으로 강렬한 분위기의 사람과 매칭하기 좋음
믹스골렘,5150000,https://mapledb.kr/search.php?q=5150000&t=mob,https://maplestory.io/api/KMS/389/mob/5150000/render/stand,none,simple,blank,object,neutral,0,0,0,0,10,0,2,3,7,4,square,simple-eye,blank,object,strong,gray,large,stone,"square,simple-eye,blank,object,strong,gray,large,stone",단단하고 강한 외형으로 힘이 넘치는 사람과 매칭하기 좋음
스켈레톤 사병,5150001,https://mapledb.kr/search.php?q=5150001&t=mob,https://maplestory.io/api/KMS/389/mob/5150001/render/stand,none,simple,scary,ghost,dark,2,0,0,10,0,0,1,8,5,4,no-face,no-eye,scary,ghost,dark,black,medium,undead,"no-face,no-eye,scary,ghost,dark,black,medium,undead",무서운 외형과 어두운 분위기로 인해 강렬한 인상의 사람과 매칭하기 좋음
주니어 스톤볼,5200000,https://mapledb.kr/search.php?q=5200000&t=mob,https://maplestory.io/api/KMS/389/mob/5200000/render/stand,round,simple,happy,blob,neutral,0,0,10,0,0,0,9,1,2,4,round,simple-eye,happy,blob,cute,gray,small,jelly,"round,simple-eye,happy,blob,cute,gray,small,jelly",둥글고 부드러운 외형으로 귀엽고 단순한 인상의 사람과 잘 어울림
아이스 스톤볼,5200001,https://mapledb.kr/search.php?q=5200001&t=mob,https://maplestory.io/api/KMS/389/mob/5200001/render/stand,round,simple,happy,blob,cool,0,0,10,0,0,0,9,1,2,4,round,simple-eye,happy,blob,cute,blue,small,jelly,"round,simple-eye,happy,blob,cute,blue,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
킹크랑,5220000,https://mapledb.kr/search.php?q=5220000&t=mob,https://maplestory.io/api/KMS/389/mob/5220000/render/stand,none,simple,scary,ghost,cool,0,0,0,10,0,0,1,8,6,4,no-face,simple-eye,scary,ghost,dark,blue,medium,shadow,"no-face,simple-eye,scary,ghost,dark,blue,medium,shadow",어두운 분위기와 무서운 인상이 있는 사람과 매칭하기 좋음
파우스트,5220002,https://mapledb.kr/search.php?q=5220002&t=mob,https://maplestory.io/api/KMS/389/mob/5220002/render/stand,round,simple,blank,mixed,neutral,3,2,0,0,0,0,4,2,5,6,round,simple-eye,blank,mixed-body,calm,gray,medium,npc-like,"round,simple-eye,blank,mixed-body,calm,gray,medium,npc-like","둥글고 중간 크기의 외형으로, 차분한 인상의 사람과 매칭하기 좋음"
타이머,5220003,https://mapledb.kr/search.php?q=5220003&t=mob,https://maplestory.io/api/KMS/389/mob/5220003/render/stand,round,big,playful,object,bright,0,0,0,0,10,0,7,0,2,6,round,big-eye,playful,object,cute,mixed-color,medium,render-risk,"round,big-eye,playful,object,cute,mixed-color,medium,render-risk",귀엽고 다채로운 색상으로 인해 밝고 유쾌한 인상의 사람과 매칭하기 좋음
이끼버섯,5250000,https://mapledb.kr/search.php?q=5250000&t=mob,https://maplestory.io/api/KMS/389/mob/5250000/render/stand,round,simple,happy,blob,green,0,0,10,0,0,0,8,1,3,5,round,simple-eye,happy,blob,cute,green,small,jelly,"round,simple-eye,happy,blob,cute,green,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
원시멧돼지,5250002,https://mapledb.kr/search.php?q=5250002&t=mob,https://maplestory.io/api/KMS/389/mob/5250002/render/stand,wide,small,angry,animal,mixed,0,10,0,0,0,0,2,3,7,6,wide-face,small-eye,angry,animal,wild,brown,medium,pet-like,"wide-face,small-eye,angry,animal,wild,brown,medium,pet-like","강한 인상과 공격적인 표정이 있는 외형으로, 강렬한 분위기의 사람과 매칭하기 좋음"
리티,5300000,https://mapledb.kr/search.php?q=5300000&t=mob,https://maplestory.io/api/KMS/389/mob/5300000/render/stand,round,simple,blank,blob,neutral,0,0,10,0,0,0,6,2,1,4,round,simple-eye,blank,blob,calm,white,small,jelly,"round,simple-eye,blank,blob,calm,white,small,jelly",둥글고 부드러운 외형으로 차분한 인상의 사람과 매칭하기 좋음
설산의 마녀,6090001,https://mapledb.kr/search.php?q=6090001&t=mob,https://maplestory.io/api/KMS/389/mob/6090001/render/stand,none,none,mysterious,ghost,cool,0,0,0,10,0,0,2,7,4,3,no-face,no-eye,mysterious,ghost,dark,blue,medium,shadow,"no-face,no-eye,mysterious,ghost,dark,blue,medium,shadow",신비로운 분위기와 어두운 색조로 인해 신비로운 느낌의 사람과 매칭하기 좋음
대나무 무사,6090002,https://mapledb.kr/search.php?q=6090002&t=mob,https://maplestory.io/api/KMS/389/mob/6090002/render/stand,none,none,blank,object,neutral,0,0,0,0,10,0,2,1,4,3,no-face,no-eye,blank,object,calm,brown,medium,npc-like,"no-face,no-eye,blank,object,calm,brown,medium,npc-like","특징이 없는 외형으로, 단순하고 차분한 인상의 사람과 매칭하기 좋음"
루루모,6090004,https://mapledb.kr/search.php?q=6090004&t=mob,https://maplestory.io/api/KMS/389/mob/6090004/render/stand,round,big,playful,blob,mixed,0,0,10,0,0,0,9,1,2,6,round,big-eye,playful,blob,cute,mixed-color,small,jelly,"round,big-eye,playful,blob,cute,mixed-color,small,jelly",둥글고 말랑한 외형과 장난스러운 표정으로 귀여운 인상의 사람과 잘 어울림
호문,6110300,https://mapledb.kr/search.php?q=6110300&t=mob,https://maplestory.io/api/KMS/389/mob/6110300/render/stand,round,simple,blank,blob,cool,0,0,10,0,0,0,6,2,4,3,round,simple-eye,blank,blob,calm,blue,medium,jelly,"round,simple-eye,blank,blob,calm,blue,medium,jelly",둥글고 부드러운 외형으로 차분한 인상의 사람과 매칭하기 좋음
사이티,6110301,https://mapledb.kr/search.php?q=6110301&t=mob,https://maplestory.io/api/KMS/389/mob/6110301/render/stand,round,big,mysterious,ghost,cool,0,0,0,10,0,0,2,7,4,3,round,big-eye,mysterious,ghost,dark,blue,medium,shadow,"round,big-eye,mysterious,ghost,dark,blue,medium,shadow","신비로운 외형과 어두운 분위기로, 신비로운 느낌의 사람과 매칭하기 좋음"
머쉬맘,6130101,https://mapledb.kr/search.php?q=6130101&t=mob,https://maplestory.io/api/KMS/389/mob/6130101/render/stand,round,big,happy,blob,neutral,0,0,10,0,0,0,9,0,2,4,round,big-eye,happy,blob,cute,gray,small,jelly,"round,big-eye,happy,blob,cute,gray,small,jelly","둥글고 귀여운 외형으로, 밝고 긍정적인 인상의 사람과 잘 어울림"
페페,6130102,https://mapledb.kr/search.php?q=6130102&t=mob,https://maplestory.io/api/KMS/389/mob/6130102/render/stand,round,big,happy,animal,blue,0,10,0,0,0,0,9,1,2,6,round,big-eye,happy,animal,cute,blue,small,pet-like,"round,big-eye,happy,animal,cute,blue,small,pet-like","귀엽고 둥글며 큰 눈을 가진 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
부기,6130104,https://mapledb.kr/search.php?q=6130104&t=mob,https://maplestory.io/api/KMS/389/mob/6130104/render/stand,round,big,playful,blob,neutral,0,0,10,0,0,0,9,1,2,6,round,big-eye,playful,blob,cute,gray,small,jelly,"round,big-eye,playful,blob,cute,gray,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
깨비,6130201,https://mapledb.kr/search.php?q=6130201&t=mob,https://maplestory.io/api/KMS/389/mob/6130201/render/stand,none,none,none,object,cool,0,0,0,0,10,0,2,5,7,8,no-face,no-eye,blank,object,dark,blue,small,fire,"no-face,no-eye,blank,object,dark,blue,small,fire",어두운 색조와 불꽃 같은 형태로 강렬한 인상의 사람과 매칭하기 좋음
판다곰,6130203,https://mapledb.kr/search.php?q=6130203&t=mob,https://maplestory.io/api/KMS/389/mob/6130203/render/stand,round,simple,gentle,animal,neutral,0,10,0,0,0,0,7,1,4,5,round,simple-eye,gentle,animal,cute,white,medium,pet-like,"round,simple-eye,gentle,animal,cute,white,medium,pet-like",둥글고 부드러운 외형으로 귀엽고 온화한 인상의 사람과 매칭하기 좋음
게비알,6130204,https://mapledb.kr/search.php?q=6130204&t=mob,https://maplestory.io/api/KMS/389/mob/6130204/render/stand,round,big,playful,animal,green,0,10,0,0,0,0,9,1,4,6,round,big-eye,playful,animal,cute,green,medium,pet-like,"round,big-eye,playful,animal,cute,green,medium,pet-like","귀엽고 장난기 가득한 외형으로, 친근한 인상의 사람과 매칭하기 좋음"
원공,6130207,https://mapledb.kr/search.php?q=6130207&t=mob,https://maplestory.io/api/KMS/389/mob/6130207/render/stand,round,big,playful,animal,bright,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,pink,small,pet-like,"round,big-eye,playful,animal,cute,pink,small,pet-like","귀엽고 장난기 가득한 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
크루,6130208,https://mapledb.kr/search.php?q=6130208&t=mob,https://maplestory.io/api/KMS/389/mob/6130208/render/stand,round,simple,playful,blob,neutral,0,0,10,0,0,0,7,1,4,6,round,simple-eye,playful,blob,cute,gray,medium,jelly,"round,simple-eye,playful,blob,cute,gray,medium,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
와일드카고,6230100,https://mapledb.kr/search.php?q=6230100&t=mob,https://maplestory.io/api/KMS/389/mob/6230100/render/stand,wide,big,playful,animal,mixed,0,10,0,0,0,0,7,2,4,6,wide-face,big-eye,playful,animal,cool,purple,medium,pet-like,"wide-face,big-eye,playful,animal,cool,purple,medium,pet-like",넓은 얼굴과 큰 눈을 가진 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
다크 페페,6230200,https://mapledb.kr/search.php?q=6230200&t=mob,https://maplestory.io/api/KMS/389/mob/6230200/render/stand,round,simple,playful,blob,dark,0,0,10,0,0,0,7,4,2,6,round,simple-eye,playful,blob,cute,black,small,jelly,"round,simple-eye,playful,blob,cute,black,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
레이지 버피,6230300,https://mapledb.kr/search.php?q=6230300&t=mob,https://maplestory.io/api/KMS/389/mob/6230300/render/stand,round,simple,playful,blob,bright,0,0,10,0,0,0,7,2,4,6,round,simple-eye,playful,blob,cute,pink,small,jelly,"round,simple-eye,playful,blob,cute,pink,small,jelly",둥글고 장난기 가득한 외형이라 귀엽고 활발한 인상의 사람과 매칭하기 좋음
소울테니,6230400,https://mapledb.kr/search.php?q=6230400&t=mob,https://maplestory.io/api/KMS/389/mob/6230400/render/stand,round,simple,playful,ghost,cool,0,0,0,10,0,0,6,2,4,5,round,simple-eye,playful,ghost,cool,blue,small,shadow,"round,simple-eye,playful,ghost,cool,blue,small,shadow",둥글고 장난기 있는 외형이라 귀엽고 신비로운 인상의 사람과 매칭하기 좋음
주니어 루이넬,6230401,https://mapledb.kr/search.php?q=6230401&t=mob,https://maplestory.io/api/KMS/389/mob/6230401/render/stand,round,big,playful,animal,dark,0,10,0,0,0,0,7,5,4,6,round,big-eye,playful,animal,cool,black,small,pet-like,"round,big-eye,playful,animal,cool,black,small,pet-like","둥글고 귀여운 외형으로, 장난기 있는 인상의 사람과 잘 어울림"
마스터 소울테니,6230500,https://mapledb.kr/search.php?q=6230500&t=mob,https://maplestory.io/api/KMS/389/mob/6230500/render/stand,round,simple,gentle,ghost,cool,0,0,0,10,0,0,6,2,4,5,round,simple-eye,gentle,ghost,calm,blue,medium,npc-like,"round,simple-eye,gentle,ghost,calm,blue,medium,npc-like",부드럽고 둥근 외형으로 차분한 인상의 사람과 매칭하기 좋음
아이스 드레이크,6230600,https://mapledb.kr/search.php?q=6230600&t=mob,https://maplestory.io/api/KMS/389/mob/6230600/render/stand,wide,big,playful,animal,blue,0,10,0,0,0,0,7,2,5,6,wide-face,big-eye,playful,animal,cool,blue,medium,monster-like,"wide-face,big-eye,playful,animal,cool,blue,medium,monster-like","넓은 얼굴과 큰 눈, 장난기 있는 표정으로 귀엽고 활기찬 인상의 사람과 매칭하기 좋음"
파츠,6300004,https://mapledb.kr/search.php?q=6300004&t=mob,https://maplestory.io/api/KMS/389/mob/6300004/render/stand,none,none,mysterious,object,cool,0,0,0,0,10,0,2,5,6,4,no-face,no-eye,mysterious,object,dark,blue,medium,render-risk,"no-face,no-eye,mysterious,object,dark,blue,medium,render-risk",신비로운 외형으로 어두운 분위기의 사람과 매칭하기 좋음
버푼,6300100,https://mapledb.kr/search.php?q=6300100&t=mob,https://maplestory.io/api/KMS/389/mob/6300100/render/stand,round,simple,playful,blob,neutral,0,0,10,0,0,0,7,1,4,6,round,simple-eye,playful,blob,cute,gray,medium,jelly,"round,simple-eye,playful,blob,cute,gray,medium,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
다크 예티,6400000,https://mapledb.kr/search.php?q=6400000&t=mob,https://maplestory.io/api/KMS/389/mob/6400000/render/stand,round,simple,scary,animal,neutral,0,10,0,0,0,0,2,7,6,4,round,simple-eye,scary,animal,dark,brown,large,monster-like,"round,simple-eye,scary,animal,dark,brown,large,monster-like","둥글고 털이 많은 외형으로, 강렬한 인상의 사람과 매칭하기 좋음"
딥 버푼,6400100,https://mapledb.kr/search.php?q=6400100&t=mob,https://maplestory.io/api/KMS/389/mob/6400100/render/stand,round,simple,playful,blob,neutral,0,0,10,0,0,0,7,1,4,6,round,simple-eye,playful,blob,cute,mixed-color,medium,jelly,"round,simple-eye,playful,blob,cute,mixed-color,medium,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
자동경비시스템,7090000,https://mapledb.kr/search.php?q=7090000&t=mob,https://maplestory.io/api/KMS/389/mob/7090000/render/stand,square,simple,blank,object,neutral,0,0,0,0,10,0,2,3,5,4,square,simple-eye,blank,object,cool,gray,medium,robot,"square,simple-eye,blank,object,cool,gray,medium,robot",기계적인 외형으로 차가운 인상의 사람과 매칭하기 좋음
D.로이,7110300,https://mapledb.kr/search.php?q=7110300&t=mob,https://maplestory.io/api/KMS/389/mob/7110300/render/stand,round,big,mysterious,object,cool,0,0,0,0,10,0,2,4,6,5,round,big-eye,mysterious,object,dark,blue,medium,robot,"round,big-eye,mysterious,object,dark,blue,medium,robot",기계적인 외형과 신비로운 표정으로 독특한 분위기의 사람과 매칭하기 좋음
호문쿨루,7110301,https://mapledb.kr/search.php?q=7110301&t=mob,https://maplestory.io/api/KMS/389/mob/7110301/render/stand,round,big,playful,blob,neutral,0,0,10,0,0,0,7,2,4,6,round,big-eye,playful,blob,cute,gray,medium,jelly,"round,big-eye,playful,blob,cute,gray,medium,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
루이넬,7130000,https://mapledb.kr/search.php?q=7130000&t=mob,https://maplestory.io/api/KMS/389/mob/7130000/render/stand,round,big,playful,animal,dark,0,10,0,0,0,0,7,6,4,5,round,big-eye,playful,animal,dark,black,small,pet-like,"round,big-eye,playful,animal,dark,black,small,pet-like",둥글고 귀여운 외형으로 장난기 있는 인상의 사람과 매칭하기 좋음
불독,7130001,https://mapledb.kr/search.php?q=7130001&t=mob,https://maplestory.io/api/KMS/389/mob/7130001/render/stand,wide,angry,scary,animal,neutral,0,10,0,0,0,0,1,5,7,6,wide-face,angry-eye,scary,animal,wild,brown,large,monster-like,"wide-face,angry-eye,scary,animal,wild,brown,large,monster-like","강렬한 인상과 위협적인 외형으로, 강한 분위기를 가진 사람과 매칭하기 좋음"
듀얼 비틀,7130003,https://mapledb.kr/search.php?q=7130003&t=mob,https://maplestory.io/api/KMS/389/mob/7130003/render/stand,round,big,playful,blob,neutral,0,0,10,0,0,0,7,2,4,6,round,big-eye,playful,blob,cute,gray,small,jelly,"round,big-eye,playful,blob,cute,gray,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
헹키,7130004,https://mapledb.kr/search.php?q=7130004&t=mob,https://maplestory.io/api/KMS/389/mob/7130004/render/stand,wide,sharp,angry,humanoid,neutral,7,2,0,0,0,0,2,4,6,7,wide-face,sharp-eye,angry,human,strong,gray,medium,warrior,"wide-face,sharp-eye,angry,human,strong,gray,medium,warrior",강한 인상과 날카로운 눈매를 가진 사람과 매칭하기 좋음
데스테니,7130010,https://mapledb.kr/search.php?q=7130010&t=mob,https://maplestory.io/api/KMS/389/mob/7130010/render/stand,none,big,scary,ghost,cool,0,0,0,10,0,0,1,8,6,4,no-face,big-eye,scary,ghost,dark,blue,medium,undead,"no-face,big-eye,scary,ghost,dark,blue,medium,undead","어두운 분위기와 무서운 인상으로, 신비롭고 강렬한 느낌의 사람과 매칭하기 좋음"
타우로마시스,7130100,https://mapledb.kr/search.php?q=7130100&t=mob,https://maplestory.io/api/KMS/389/mob/7130100/render/stand,wide,simple,scary,mixed,mixed,5,3,0,0,0,0,2,6,8,7,wide-face,simple-eye,scary,mixed-body,dark,brown,large,monster-like,"wide-face,simple-eye,scary,mixed-body,dark,brown,large,monster-like","강력하고 위협적인 외형으로, 강한 인상을 주는 사람과 매칭하기 좋음"
타우로스피어,7130101,https://mapledb.kr/search.php?q=7130101&t=mob,https://maplestory.io/api/KMS/389/mob/7130101/render/stand,wide,simple,angry,animal,blue,0,10,0,0,0,0,2,4,8,6,wide-face,simple-eye,angry,animal,strong,blue,large,warrior,"wide-face,simple-eye,angry,animal,strong,blue,large,warrior","강력한 외형과 공격적인 표정으로, 힘 있는 인상의 사람과 매칭하기 좋음"
예티와 페페,7130102,https://mapledb.kr/search.php?q=7130102&t=mob,https://maplestory.io/api/KMS/389/mob/7130102/render/stand,round,big,happy,animal,mixed,0,10,0,0,0,0,9,0,4,6,round,big-eye,happy,animal,cute,white,medium,pet-like,"round,big-eye,happy,animal,cute,white,medium,pet-like","귀엽고 둥글며, 밝은 분위기의 사람과 잘 어울릴 것 같은 외형"
노란 왕도깨비,7130400,https://mapledb.kr/search.php?q=7130400&t=mob,https://maplestory.io/api/KMS/389/mob/7130400/render/stand,round,big,playful,mixed,yellow,8,0,0,0,0,0,6,1,5,7,round,big-eye,playful,human,bright,yellow,medium,npc-like,"round,big-eye,playful,human,bright,yellow,medium,npc-like","둥글고 밝은 색상의 외형으로, 유쾌하고 친근한 인상의 사람과 매칭하기 좋음"
초록 왕도깨비,7130402,https://mapledb.kr/search.php?q=7130402&t=mob,https://maplestory.io/api/KMS/389/mob/7130402/render/stand,wide,big,angry,mixed,green,3,0,0,0,0,0,2,4,7,6,wide-face,big-eye,angry,mixed-body,strong,green,medium,monster-like,"wide-face,big-eye,angry,mixed-body,strong,green,medium,monster-like",강한 인상과 넓은 얼굴형으로 강렬한 분위기의 사람과 매칭하기 좋음
레쉬,7130500,https://mapledb.kr/search.php?q=7130500&t=mob,https://maplestory.io/api/KMS/389/mob/7130500/render/stand,round,simple,happy,blob,bright,0,0,10,0,0,0,9,0,2,6,round,simple-eye,happy,blob,cute,yellow,small,jelly,"round,simple-eye,happy,blob,cute,yellow,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
호브,7130600,https://mapledb.kr/search.php?q=7130600&t=mob,https://maplestory.io/api/KMS/389/mob/7130600/render/stand,round,big,playful,mixed,neutral,5,0,0,0,0,0,6,2,4,5,round,big-eye,playful,mixed-body,cool,gray,medium,npc-like,"round,big-eye,playful,mixed-body,cool,gray,medium,npc-like",둥글고 장난기 있는 표정으로 사람과의 매칭이 잘 어울림
핀호브,7130601,https://mapledb.kr/search.php?q=7130601&t=mob,https://maplestory.io/api/KMS/389/mob/7130601/render/stand,round,big,playful,mixed,green,8,0,0,0,0,0,6,2,4,5,round,big-eye,playful,human,cool,green,medium,npc-like,"round,big-eye,playful,human,cool,green,medium,npc-like",둥글고 장난기 가득한 외형이라 유머러스한 인상의 사람과 매칭하기 좋음
가시덤불,7130602,https://mapledb.kr/search.php?q=7130602&t=mob,https://maplestory.io/api/KMS/389/mob/7130602/render/stand,none,none,scary,plant,green,0,0,0,0,0,10,1,5,7,4,sharp,no-eye,scary,plant,dark,green,medium,wood,"sharp,no-eye,scary,plant,dark,green,medium,wood","가시가 많은 식물형 몬스터로, 강렬하고 무서운 인상의 사람과 매칭하기 좋음"
구미호,7220001,https://mapledb.kr/search.php?q=7220001&t=mob,https://maplestory.io/api/KMS/389/mob/7220001/render/stand,round,simple,gentle,animal,neutral,0,10,0,0,0,0,7,2,4,6,round,simple-eye,gentle,animal,cute,white,medium,pet-like,"round,simple-eye,gentle,animal,cute,white,medium,pet-like",둥글고 부드러운 외형으로 귀엽고 온화한 인상의 사람과 매칭하기 좋음
디트와 로이,8090000,https://mapledb.kr/search.php?q=8090000&t=mob,https://maplestory.io/api/KMS/389/mob/8090000/render/stand,round,simple,playful,object,neutral,0,0,0,0,10,0,5,1,4,6,round,simple-eye,playful,object,cool,gray,medium,robot,"round,simple-eye,playful,object,cool,gray,medium,robot","둥글고 기계적인 외형으로, 현대적이고 세련된 인상의 사람과 매칭하기 좋음"
호문스큘러,8110300,https://mapledb.kr/search.php?q=8110300&t=mob,https://maplestory.io/api/KMS/389/mob/8110300/render/stand,round,big,angry,blob,dark,0,0,10,0,0,0,2,7,6,4,round,big-eye,angry,blob,dark,black,medium,monster-like,"round,big-eye,angry,blob,dark,black,medium,monster-like",둥글고 어두운 외형으로 강렬한 인상의 사람과 매칭하기 좋음
주니어 발록,8130100,https://mapledb.kr/search.php?q=8130100&t=mob,https://maplestory.io/api/KMS/389/mob/8130100/render/stand,wide,angry,scary,mixed,dark,5,3,0,0,0,0,1,8,7,6,wide-face,angry-eye,scary,mixed-body,dark,brown,large,monster-like,"wide-face,angry-eye,scary,mixed-body,dark,brown,large,monster-like","강력하고 무서운 외형으로, 강렬한 인상을 주는 사람과 매칭하기 좋음"
