name,mob_id,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url,human_match_score,face_visibility,object_like,animal_like,plant_like,eye_style,mouth_style,body_type,color_tone,match_tags,match_note
러스터픽시,5120000,https://mapledb.kr/search.php?q=5120000&t=mob,round,cute,8,1,2,부드러운 표정과 마법 모자를 쓴 모습,https://maplestory.io/api/KMS/389/mob/5120000/render/stand,6,8,2,1,1,big,smile,blob,bright,"귀여운,마법,부드러운,환상적인,작은",부드러운 표정과 큰 눈으로 사람 얼굴과의 닮은꼴 매칭이 가능함.
라이오너,5120002,https://mapledb.kr/search.php?q=5120002&t=mob,round,cute,8,2,6,부드러운 곰돌이 같은 외형이지만 강력한 힘을 가지고 있음,https://maplestory.io/api/KMS/389/mob/5120002/render/stand,5,7,2,8,1,big,smile,animal,bright,"귀여운,동물,강력한,부드러운,메이플스토리",부드러운 외형과 큰 눈으로 사람 얼굴과의 매칭 가능성이 있음.
그류핀,5120003,https://mapledb.kr/search.php?q=5120003&t=mob,round,cute,8,2,4,부드러운 털과 빛나는 눈을 가진 신비로운 생명체,https://maplestory.io/api/KMS/389/mob/5120003/render/stand,6,8,2,7,1,big,smile,animal,bright,"귀여운,신비로운,동물,빛나는 눈,부드러운 털",부드러운 털과 큰 눈을 가진 그류핀은 귀여운 외모로 사람 얼굴과의 매칭이 가능하다.
머신 MT-09,5120100,https://mapledb.kr/search.php?q=5120100&t=mob,none,mysterious,3,4,6,기계적인 요소와 신비로운 분위기를 가진 로봇,https://maplestory.io/api/KMS/389/mob/5120100/render/stand,2,2,8,1,1,none,none,object,neutral,"로봇,기계,신비로운,강력한,귀여운",사람 얼굴이 잘 드러나지 않아 닮은꼴 매칭이 낮음.
도라지,5120501,https://mapledb.kr/search.php?q=5120501&t=mob,round,cute,8,2,3,둥글고 귀여운 외형에 신비로운 느낌을 주는 몬스터,https://maplestory.io/api/KMS/389/mob/5120501/render/stand,4,6,7,2,5,big,open,blob,neutral,"귀여운,신비로운,둥글다,식물형,몬스터","둥글고 귀여운 외형으로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 식물적인 요소가 강함."
늙은 도라지,5120502,https://mapledb.kr/search.php?q=5120502&t=mob,round,calm,6,2,3,"둥글고 부드러운 형태의 인상으로, 나무와 연결된 느낌이 있다.",https://maplestory.io/api/KMS/389/mob/5120502/render/stand,4,3,7,1,5,none,neutral,plant,neutral,"식물,부드러운,귀여운,평화로운,자연","부드러운 형태와 식물적인 요소로 인해 사람 얼굴과의 닮은꼴 매칭이 낮지만, 귀여운 느낌이 있다."
천록,5120505,https://mapledb.kr/search.php?q=5120505&t=mob,round,cute,9,1,2,귀엽고 동글동글한 귀여운 외형,https://maplestory.io/api/KMS/389/mob/5120505/render/stand,6,8,2,7,1,big,smile,animal,warm,"귀여운,동글동글,사슴,애니멀,메이플스토리",귀엽고 동글동글한 외형으로 사람 얼굴과의 매칭 가능성이 있음.
비급,5120506,https://mapledb.kr/search.php?q=5120506&t=mob,round,mysterious,8,3,2,"부드러운 외형을 가지며, 신비로운 분위기를 풍김",https://maplestory.io/api/KMS/389/mob/5120506/render/stand,4,3,7,2,1,none,none,blob,cool,"신비로운,부드러운,귀여운,몽환적인","부드러운 외형과 신비로운 분위기로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
드레이크,5130100,https://mapledb.kr/search.php?q=5130100&t=mob,round,playful,7,2,5,강한 인상을 주는 동글동글한 얼굴과 날카로운 이빨을 가진 드래곤,https://maplestory.io/api/KMS/389/mob/5130100/render/stand,6,8,2,7,1,big,smile,animal,cool,"드래곤,귀여운,강한,동글동글,장난스러운",동글고 귀여운 얼굴 형태로 사람 얼굴과의 유사성이 느껴짐.
스톤골렘,5130101,https://mapledb.kr/search.php?q=5130101&t=mob,square,strong,2,3,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/5130101/render/stand,3,2,8,1,2,none,neutral,object,neutral,"돌,강함,무표정,자연,고대","스톤골렘은 사람 얼굴과의 유사성이 낮고, 주로 돌과 같은 물체로 인식됨."
다크 스톤골렘,5130102,https://mapledb.kr/search.php?q=5130102&t=mob,square,strong,2,7,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/5130102/render/stand,3,2,8,1,1,none,none,object,neutral,"돌,강함,무표정,괴물,다크","사람 얼굴과의 유사성이 낮고, 주로 물체에 가까운 형태."
크로코,5130103,https://mapledb.kr/search.php?q=5130103&t=mob,long,strong,4,5,7,튼튼한 외형과 날카로운 이빨로 인해 위협적인 인상,https://maplestory.io/api/KMS/389/mob/5130103/render/stand,3,6,2,8,1,big,neutral,animal,neutral,"악어,강력함,위협적,귀여움,메이플스토리","강력한 외형과 귀여운 요소가 혼합된 모습으로, 사람 얼굴과의 매칭은 낮은 편."
헥터,5130104,https://mapledb.kr/search.php?q=5130104&t=mob,round,dark,3,8,6,거칠고 음산한 외모를 가진 중형 괴물,https://maplestory.io/api/KMS/389/mob/5130104/render/stand,4,6,2,7,1,sharp,neutral,animal,dark,"괴물,어두운,동물,거칠다,중형",거칠고 음산한 외모로 인해 사람 얼굴 닮은꼴 매칭이 낮음.
마이너 좀비,5130108,https://mapledb.kr/search.php?q=5130108&t=mob,round,dark,3,8,5,"일반적인 좀비의 모습으로, 무서운 표정을 하고 있음",https://maplestory.io/api/KMS/389/mob/5130108/render/stand,6,8,2,1,1,big,neutral,humanoid,dark,"좀비,무서운,귀여운,인간형,어두운","어두운 분위기의 좀비로, 사람의 얼굴과 유사한 특징이 있어 닮은꼴 매칭에 적합함."
화이트팽,5140000,https://mapledb.kr/search.php?q=5140000&t=mob,round,dark,3,8,5,무표정하고 음산한 인상을 주는 환상적인 몬스터,https://maplestory.io/api/KMS/389/mob/5140000/render/stand,4,6,2,7,1,none,neutral,animal,neutral,"환상적,어두운,무표정,동물,신비로운","무표정한 외모로 인해 사람 얼굴 닮은꼴 매칭이 낮지만, 동물적인 특징이 강하게 나타남."
믹스골렘,5150000,https://mapledb.kr/search.php?q=5150000&t=mob,square,strong,3,2,8,"단단한 바위로 이루어진 골렘, 식물과 조화를 이루고 있음",https://maplestory.io/api/KMS/389/mob/5150000/render/stand,4,3,8,1,5,none,neutral,object,neutral,"골렘,바위,식물,강함,자연","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받지만, 강한 존재감과 자연 요소가 특징."
스켈레톤 사병,5150001,https://mapledb.kr/search.php?q=5150001&t=mob,sharp,dark,2,8,6,뼈로 이루어진 몸체와 위협적인 자세가 특징,https://maplestory.io/api/KMS/389/mob/5150001/render/stand,5,4,2,1,1,none,neutral,humanoid,neutral,"스켈레톤,어둠,전투,위협적,몬스터","스켈레톤 사병은 뼈로 이루어진 형태로, 사람의 얼굴과는 다소 거리가 있지만, 위협적인 자세로 인해 인간의 전투적인 특징을 일부 반영하고 있다."
주니어 스톤볼,5200000,https://mapledb.kr/search.php?q=5200000&t=mob,round,cute,7,2,3,부드러운 곡선과 단단한 외형이 어우러져 안정감을 주는 인상,https://maplestory.io/api/KMS/389/mob/5200000/render/stand,4,2,8,1,1,none,none,object,neutral,"귀여운,둥글둥글,안정감,무표정,단단한",사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받지만 귀여운 외형으로 일부 사람과 연관될 수 있음.
아이스 스톤볼,5200001,https://mapledb.kr/search.php?q=5200001&t=mob,round,cool,4,2,5,차가운 얼음으로 만들어진 둥글고 단단한 형태,https://maplestory.io/api/KMS/389/mob/5200001/render/stand,2,3,8,1,1,none,none,object,cool,"얼음,둥글다,차가운,단단한,몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 보이지 않음."
킹크랑,5220000,https://mapledb.kr/search.php?q=5220000&t=mob,sharp,mysterious,3,7,6,신비로운 형태와 날카로운 특징을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/5220000/render/stand,4,2,7,3,1,none,none,object,cool,"신비로운,강력한,어두운,비현실적인,몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받는 몬스터로, 주로 물체와 유사한 형태."
파우스트,5220002,https://mapledb.kr/search.php?q=5220002&t=mob,round,mysterious,4,6,7,음산한 분위기를 가진 커다란 얼굴과 무표정,https://maplestory.io/api/KMS/389/mob/5220002/render/stand,5,8,2,6,1,none,neutral,humanoid,neutral,"음산한,커다란 얼굴,무표정,신비로운,동물형","무표정한 큰 얼굴이 사람의 특징과 일부 유사하지만, 동물적인 요소가 강함."
타이머,5220003,https://mapledb.kr/search.php?q=5220003&t=mob,round,playful,8,1,4,색색의 기계적 외형을 지닌 마법적인 느낌,https://maplestory.io/api/KMS/389/mob/5220003/render/stand,5,7,6,3,1,big,smile,object,bright,"귀여운,기계적,마법적,다채로운,플레이풀","타이머는 귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 기계적 특성으로 인해 객체와의 유사성도 높다."
이끼버섯,5250000,https://mapledb.kr/search.php?q=5250000&t=mob,round,cute,8,1,2,부드러운 곰팡이 모양이며 친근한 인상,https://maplestory.io/api/KMS/389/mob/5250000/render/stand,6,7,4,2,5,none,smile,blob,neutral,"귀여운,부드러운,식물형,친근한,작은",부드럽고 귀여운 인상으로 사람 얼굴과의 매칭 가능성이 있음.
원시멧돼지,5250002,https://mapledb.kr/search.php?q=5250002&t=mob,round,strong,3,4,7,건장한 몸체에 날카로운 인상을 지닌 원시적인 멧돼지,https://maplestory.io/api/KMS/389/mob/5250002/render/stand,4,6,2,8,1,sharp,neutral,animal,neutral,"멧돼지,강한,원시적,동물,눈빛","강한 인상을 주는 원시적인 멧돼지로, 사람 얼굴과의 닮은꼴 매칭이 다소 제한적이나 눈과 입의 형태가 특징적이다."
리티,5300000,https://mapledb.kr/search.php?q=5300000&t=mob,round,mysterious,7,3,2,부드러운 형태로 신비로운 느낌이 감도는 몬스터,https://maplestory.io/api/KMS/389/mob/5300000/render/stand,4,2,6,1,1,none,none,blob,neutral,"신비로운,부드러운,귀여운,몽환적인,단순한",사람의 얼굴과 닮은꼴 요소가 적어 낮은 매칭 점수.
설산의 마녀,6090001,https://mapledb.kr/search.php?q=6090001&t=mob,round,mysterious,5,7,6,얼음 속에 갇혀있는 신비로운 모습,https://maplestory.io/api/KMS/389/mob/6090001/render/stand,4,3,7,1,1,none,none,ghost,cool,"신비로운,얼음,마녀,어두운,강력한","얼굴이 잘 보이지 않아 사람 닮은꼴 매칭 점수가 낮지만, 신비로운 느낌이 강함."
대나무 무사,6090002,https://mapledb.kr/search.php?q=6090002&t=mob,none,playful,6,2,4,부드러운 표정과 귀여운 외형을 가진 대나무 무사,https://maplestory.io/api/KMS/389/mob/6090002/render/stand,2,1,7,1,1,none,none,object,neutral,"대나무,귀여운,장난스러운,무사,몬스터","사람 얼굴이 보이지 않아 닮은꼴 매칭이 어렵지만, 귀여운 외형으로 장난스러운 느낌을 줌."
루루모,6090004,https://mapledb.kr/search.php?q=6090004&t=mob,round,mysterious,7,4,3,두 개의 알약 형태로 신비롭고 괴상한 외형을 가짐,https://maplestory.io/api/KMS/389/mob/6090004/render/stand,3,4,8,1,1,big,smile,object,bright,"괴상한,신비로운,귀여운,알약,몽환적인","사람 얼굴과의 유사성은 낮지만, 귀여운 외형으로 인해 일부 사람과 매칭될 수 있음."
호문,6110300,https://mapledb.kr/search.php?q=6110300&t=mob,none,mysterious,2,5,3,투명한容器 속에서 감춰진 신비로운 느낌,https://maplestory.io/api/KMS/389/mob/6110300/render/stand,2,1,8,1,1,none,none,object,neutral,"투명,신비로운,감춰진,몽환적,비물질적","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 주로 물체로 인식됨."
사이티,6110301,https://mapledb.kr/search.php?q=6110301&t=mob,long,mysterious,3,7,8,"모호하고 신비로운 외관으로, 강력한 느낌을 준다.",https://maplestory.io/api/KMS/389/mob/6110301/render/stand,4,3,6,1,1,none,neutral,ghost,cool,"신비로운,강력한,유령,모호한,차가운","사람의 얼굴과 닮은꼴 요소가 적고, 유령 같은 외관으로 사람과의 매칭이 낮음."
머쉬맘,6130101,https://mapledb.kr/search.php?q=6130101&t=mob,round,cute,9,1,2,작고 귀여운 모습의 버섯형 몬스터,https://maplestory.io/api/KMS/389/mob/6130101/render/stand,3,7,5,1,4,big,smile,blob,bright,"귀여운,버섯,작은,친근한,동화적","작고 귀여운 버섯 형태로, 사람 얼굴과의 닮은꼴 매칭은 낮지만 귀여움이 강조됨."
페페,6130102,https://mapledb.kr/search.php?q=6130102&t=mob,round,cute,8,1,3,귀엽고 동글동글한 외형의 왕관을 쓴 펭귄,https://maplestory.io/api/KMS/389/mob/6130102/render/stand,5,7,2,8,1,big,smile,animal,bright,"귀여운,펭귄,왕관,동글동글,애니멀","페페는 귀여운 펭귄 형태로, 사람 얼굴과의 매칭 가능성이 중간 정도이다."
부기,6130104,https://mapledb.kr/search.php?q=6130104&t=mob,round,mysterious,7,5,3,부드러운 외형에 기묘한 분위기를 풍김,https://maplestory.io/api/KMS/389/mob/6130104/render/stand,4,2,6,1,1,big,neutral,blob,neutral,"부드러운,기묘한,신비로운,귀여운,단순한","부기 몬스터는 부드러운 외형과 기묘한 분위기로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 명확하지 않아 낮은 점수를 받음."
깨비,6130201,https://mapledb.kr/search.php?q=6130201&t=mob,none,mysterious,2,8,7,"불꽃의 형태로 신비로운 느낌을 주며, 어둡고 위협적인 존재",https://maplestory.io/api/KMS/389/mob/6130201/render/stand,2,1,8,1,1,none,none,object,cool,"불꽃,신비로운,어두운,위협적인,강력한",사람 얼굴 닮은꼴 매칭이 어려운 불꽃 형태의 몬스터입니다.
판다곰,6130203,https://mapledb.kr/search.php?q=6130203&t=mob,round,cute,8,3,6,둥글고 귀여운 외형이지만 무장하고 있어 약간 위압감 있음,https://maplestory.io/api/KMS/389/mob/6130203/render/stand,5,7,2,8,1,none,neutral,animal,neutral,"귀여운,동물,위압감,무장,둥글다",둥글고 귀여운 외형이지만 무장한 모습으로 약간의 위압감을 주는 캐릭터.
게비알,6130204,https://mapledb.kr/search.php?q=6130204&t=mob,round,cute,8,1,3,통통하고 귀여운 외형에 온순한 인상,https://maplestory.io/api/KMS/389/mob/6130204/render/stand,5,7,2,3,1,big,smile,blob,bright,"귀여운,온순한,통통한,동물같은,유머러스한",귀엽고 통통한 외형으로 사람 얼굴과의 매칭 가능성이 있음.
원공,6130207,https://mapledb.kr/search.php?q=6130207&t=mob,round,cute,8,1,3,귀여운 외모에 장미꽃을 든 원숭이,https://maplestory.io/api/KMS/389/mob/6130207/render/stand,7,8,2,6,5,big,neutral,animal,bright,"귀여운,원숭이,장미꽃,동물,애니메이션","귀여운 원숭이 캐릭터로, 사람 얼굴과의 닮은꼴 매칭에 적합한 요소가 많음."
크루,6130208,https://mapledb.kr/search.php?q=6130208&t=mob,round,cute,8,2,5,동글동글하고 귀여운 외형을 가진 해적 모양의 몬스터,https://maplestory.io/api/KMS/389/mob/6130208/render/stand,6,7,3,2,1,none,smile,blob,bright,"귀여운,해적,동글동글,유머러스,모험",동글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
와일드카고,6230100,https://mapledb.kr/search.php?q=6230100&t=mob,round,mysterious,5,6,7,기괴한 형태와 날카로운 이빨로 위협적인 인상,https://maplestory.io/api/KMS/389/mob/6230100/render/stand,4,6,3,5,1,big,neutral,animal,dark,"기괴,위협적,신비로운,강력한,귀여운",기괴한 형태와 큰 눈으로 사람 얼굴 닮은꼴 매칭이 다소 어려움.
다크 페페,6230200,https://mapledb.kr/search.php?q=6230200&t=mob,round,cute/mysterious,8,4,3,"왕관을 쓴 펭귄 형태로, 귀여우면서도 신비로운 분위기",https://maplestory.io/api/KMS/389/mob/6230200/render/stand,6,7,2,5,1,big,neutral,animal,dark,"펭귄,왕관,귀여움,신비로움,다크","다크 페페는 귀여운 펭귄 형태로, 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 동물적인 특징이 더 강함."
레이지 버피,6230300,https://mapledb.kr/search.php?q=6230300&t=mob,round,playful,6,4,3,유머러스하지만 음산한 표정과 화려한 모자가 특징인 몬스터,https://maplestory.io/api/KMS/389/mob/6230300/render/stand,5,7,2,1,1,none,smile,blob,bright,"유머러스,음산한,화려한,몬스터,레이지 버피","유머러스한 표정과 화려한 모자가 특징인 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 가능하다."
소울테니,6230400,https://mapledb.kr/search.php?q=6230400&t=mob,round,playful,8,2,3,동글동글하지만 기괴한 느낌을 주는 캐릭터,https://maplestory.io/api/KMS/389/mob/6230400/render/stand,5,6,4,3,1,big,smile,blob,bright,"귀여운,동글동글,기괴한,플레이풀,애니멀","동글동글한 형태와 귀여운 표정이 사람 얼굴과의 매칭에 적합하지만, 기괴한 느낌이 있어 독특함을 더함."
주니어 루이넬,6230401,https://mapledb.kr/search.php?q=6230401&t=mob,round,cute,8,5,3,어두운 색상과 날카로운 뿔이 특징인 귀여운 악마형 몬스터,https://maplestory.io/api/KMS/389/mob/6230401/render/stand,6,8,2,3,1,big,smile,animal,dark,"귀여운,악마형,어두운 색상,날카로운 뿔,메이플스토리",주니어 루이넬은 귀여운 외모와 큰 눈으로 사람 얼굴과의 닮은꼴 매칭에 적합하다.
마스터 소울테니,6230500,https://mapledb.kr/search.php?q=6230500&t=mob,round,cute,8,2,3,"신비로운 외관을 가진 몬스터, 부드러운 곡선과 미소가 독특한 분위기를 자아냄",https://maplestory.io/api/KMS/389/mob/6230500/render/stand,6,4,2,3,1,big,smile,humanoid,bright,"귀여운,신비로운,부드러운,유쾌한,환상적인","부드러운 곡선과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수는 중간."
아이스 드레이크,6230600,https://mapledb.kr/search.php?q=6230600&t=mob,round,playful,7,2,6,뚜렷한 눈과 강인한 외형을 가진 드레이크,https://maplestory.io/api/KMS/389/mob/6230600/render/stand,5,8,2,6,1,big,smile,animal,cool,"드래곤,귀여운,강인한,파란색,눈이 큰",아이스 드레이크는 귀여운 외형과 뚜렷한 눈을 가지고 있어 사람 얼굴 닮은꼴 매칭에 적합하다.
파츠,6300004,https://mapledb.kr/search.php?q=6300004&t=mob,square,cool,3,4,6,기계적인 외형과 안정감 있는 자세,https://maplestory.io/api/KMS/389/mob/6300004/render/stand,2,2,8,1,1,none,none,object,neutral,"기계,안정감,강함,추상적,비인간적","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 기계적인 외형으로 사람과의 유사성 부족."
버푼,6300100,https://mapledb.kr/search.php?q=6300100&t=mob,round,playful,7,2,5,부풀어 오른 몸체와 기계장치로 신비로운 인상,https://maplestory.io/api/KMS/389/mob/6300100/render/stand,4,3,6,2,1,none,smile,blob,bright,"귀여운,기계,부풀어 오른,신비로운,플레이풀","부풀어 오른 몸체와 기계장치로 인해 사람 얼굴 닮은꼴 매칭이 낮지만, 귀여운 느낌이 있어 일부 유사성 존재."
다크 예티,6400000,https://mapledb.kr/search.php?q=6400000&t=mob,round,strong,3,7,8,어두운 털로 덮인 강력한 모습의 괴물.,https://maplestory.io/api/KMS/389/mob/6400000/render/stand,4,2,5,3,1,none,neutral,blob,dark,"괴물,다크,강력함,털,신비로운","사람 얼굴과의 유사성이 낮고, 강력한 느낌의 몬스터."
딥 버푼,6400100,https://mapledb.kr/search.php?q=6400100&t=mob,round,playful,7,2,4,"부풀어 오른 형태와 기괴한 외형, 신비로운 분위기를 풍김",https://maplestory.io/api/KMS/389/mob/6400100/render/stand,5,3,6,2,1,none,neutral,blob,bright,"귀여운,기괴한,부풀어 오른,신비로운,장난스러운","부풀어 오른 형태와 기괴한 외형으로 사람 얼굴 닮은꼴 매칭이 다소 낮지만, 귀여운 느낌이 있어 일부 매칭 가능."
자동경비시스템,7090000,https://mapledb.kr/search.php?q=7090000&t=mob,square,strong,1,5,8,"각지고 단단한 로봇으로, 감시하는 모습이 위압감 있음",https://maplestory.io/api/KMS/389/mob/7090000/render/stand,2,1,9,1,1,none,none,object,neutral,"로봇,감시,강함,기계,위압감",사람 얼굴과의 닮은꼴 매칭이 어려운 기계적 형태.
D.로이,7110300,https://mapledb.kr/search.php?q=7110300&t=mob,round,mysterious,3,6,5,기계적인 외형에 이상한 분위기를 풍기는 몬스터,https://maplestory.io/api/KMS/389/mob/7110300/render/stand,4,6,7,1,1,big,neutral,object,cool,"기계,신비로운,괴물,로봇,어두운","기계적인 외형으로 사람 얼굴과의 유사성은 낮지만, 특정 요소에서 인간적인 특징을 일부 지님."
호문쿨루,7110301,https://mapledb.kr/search.php?q=7110301&t=mob,round,mysterious,4,6,5,부유하는 형태로 신비롭고 기괴한 인상,https://maplestory.io/api/KMS/389/mob/7110301/render/stand,3,2,8,1,1,big,none,object,cool,"신비로운,기괴한,부유하는,몽환적인,비현실적인","사람 얼굴과의 유사성이 낮고, 주로 물체 형태로 인식됨."
루이넬,7130000,https://mapledb.kr/search.php?q=7130000&t=mob,round,mysterious,7,8,5,어두운 색과 날카로운 특징이 어우러진 외형,https://maplestory.io/api/KMS/389/mob/7130000/render/stand,4,6,2,5,1,big,neutral,animal,dark,"루이넬,어두운 색,귀여운,신비로운,작은 몬스터","어두운 색과 귀여운 외형으로 사람 얼굴과의 매칭이 가능하지만, 동물적인 특징이 강함."
불독,7130001,https://mapledb.kr/search.php?q=7130001&t=mob,round,strong,2,6,8,강력한 외형과 위압적인 모습으로 위협적인 인상,https://maplestory.io/api/KMS/389/mob/7130001/render/stand,4,6,3,5,1,small,neutral,animal,dark,"강력한,위압적인,위협적인,동물형,어두운","강력한 외형을 가진 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 다소 낮지만 동물적인 특징이 있다."
듀얼 비틀,7130003,https://mapledb.kr/search.php?q=7130003&t=mob,round,cute,8,2,5,작고 동글동글하나 위협적인 갑옷을 착용,https://maplestory.io/api/KMS/389/mob/7130003/render/stand,4,6,7,3,1,big,neutral,insect,bright,"귀여운,갑옷,작은,위협적인,동글동글","작고 귀여운 외형이 사람 얼굴과의 매칭에서 다소 낮은 점수를 주지만, 눈이 크게 보이는 점에서 약간의 유사성을 느낄 수 있음."
헹키,7130004,https://mapledb.kr/search.php?q=7130004&t=mob,round,dark,3,8,6,"눈빛이 사나운 작은 악마형으로, 위협적인 인상을 주며 다소 기괴한 모습",https://maplestory.io/api/KMS/389/mob/7130004/render/stand,4,7,2,3,1,sharp,angry,humanoid,neutral,"악마,위협적,기괴,사나운,작은","사람 닮은꼴 매칭 관점에서 사나운 인상과 기괴한 외형이 특징적이며, 일부 인간적인 요소가 느껴짐."
데스테니,7130010,https://mapledb.kr/search.php?q=7130010&t=mob,none,dark/mysterious,3,8,7,어두운 분위기와 끔찍한 외형을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/7130010/render/stand,2,2,5,3,1,none,none,ghost,dark,"어두운,신비로운,유령,괴물,강력한",사람의 얼굴이 잘 보이지 않아 닮은꼴 매칭이 낮음.
타우로마시스,7130100,https://mapledb.kr/search.php?q=7130100&t=mob,none,strong,2,5,9,강력한 체격과 위엄있는 자세를 가진 몬스터,https://maplestory.io/api/KMS/389/mob/7130100/render/stand,2,1,3,4,1,none,none,humanoid,dark,"강력함,신비로움,동물형,무기,위엄",사람의 얼굴이 보이지 않아 닮은꼴 매칭이 낮음.
타우로스피어,7130101,https://mapledb.kr/search.php?q=7130101&t=mob,none,strong,2,4,8,견고한 갑옷을 착용한 괴물의 모습으로 위압감을 줌,https://maplestory.io/api/KMS/389/mob/7130101/render/stand,2,1,5,3,1,none,none,humanoid,dark,"강력한,갑옷,괴물,위압감,타우로스","사람 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 강력한 느낌을 주는 괴물."
예티와 페페,7130102,https://mapledb.kr/search.php?q=7130102&t=mob,round,cute,8,2,6,"귀여운 외모지만, 힘이 있는 모습",https://maplestory.io/api/KMS/389/mob/7130102/render/stand,5,7,2,4,1,big,smile,animal,bright,"귀여운,강력한,동물,눈이 큰,미소","귀여운 외모와 강력한 느낌을 가진 몬스터로, 사람 얼굴과의 매칭 가능성이 있음."
노란 왕도깨비,7130400,https://mapledb.kr/search.php?q=7130400&t=mob,round,strong,3,2,8,튼튼한 체격과 힘을 상징하는 외모,https://maplestory.io/api/KMS/389/mob/7130400/render/stand,4,5,2,1,1,big,angry,humanoid,bright,"강력한,귀여운,몬스터,노란색,힘,전사","강한 체격과 특징적인 외모로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 가려져 있어 제한적."
초록 왕도깨비,7130402,https://mapledb.kr/search.php?q=7130402&t=mob,round,strong,3,4,8,강력한 외모와 무거운 망치를 가진 몬스터,https://maplestory.io/api/KMS/389/mob/7130402/render/stand,4,6,2,1,1,big,angry,humanoid,green,"강력한,괴물,전투,무기,초록색","강력한 외모와 특징적인 얼굴로 사람과의 닮은꼴 매칭이 가능하지만, 전반적으로 몬스터의 특성이 강함."
레쉬,7130500,https://mapledb.kr/search.php?q=7130500&t=mob,round,cute,8,2,3,부풀어오른 모습으로 몽롱하게 떠 있는 인상,https://maplestory.io/api/KMS/389/mob/7130500/render/stand,4,3,6,2,5,none,neutral,blob,warm,"귀여운,몽롱한,부풀어오른,식물형,부드러운","사람 얼굴 닮은꼴 매칭 관점에서 귀여운 느낌이 있지만, 얼굴이 잘 보이지 않아 낮은 점수."
호브,7130600,https://mapledb.kr/search.php?q=7130600&t=mob,round,mysterious,4,7,5,어두운 표정과 기괴한 모습이 특징인 몬스터,https://maplestory.io/api/KMS/389/mob/7130600/render/stand,6,8,2,1,1,big,neutral,humanoid,neutral,"기괴한,어두운,신비로운,귀여운,인간형",어두운 표정과 기괴한 모습으로 사람 얼굴 닮은꼴 테스트에 적합함.
핀호브,7130601,https://mapledb.kr/search.php?q=7130601&t=mob,round,mysterious,4,6,5,어두운 색상과 의외로 강한 느낌의 생김새,https://maplestory.io/api/KMS/389/mob/7130601/render/stand,3,6,2,1,1,big,neutral,humanoid,dark,"어두운 색상,강한 느낌,신비로운,귀여운,몬스터","어두운 색상과 강한 느낌을 가진 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 낮음."
가시덤불,7130602,https://mapledb.kr/search.php?q=7130602&t=mob,none,dark,1,8,6,가시가 돋친 형태로 위협적인 인상,https://maplestory.io/api/KMS/389/mob/7130602/render/stand,2,1,8,1,7,none,none,plant,green,"가시,위협적,식물,어두운,몬스터","사람 얼굴과의 유사성이 낮고, 식물적인 특성이 두드러짐."
구미호,7220001,https://mapledb.kr/search.php?q=7220001&t=mob,round,mysterious,8,4,6,부드러운 곱슬털과 신비한 분위기를 가진 구미호.,https://maplestory.io/api/KMS/389/mob/7220001/render/stand,5,7,2,8,1,big,smile,animal,neutral,"구미호,신비로운,귀여운,동물,게임","구미호는 귀여운 외모와 신비로운 분위기로 사람 얼굴 닮은꼴 매칭에 적합하지만, 동물적인 특성이 강하다."
디트와 로이,8090000,https://mapledb.kr/search.php?q=8090000&t=mob,round,mysterious,5,3,6,"독특한 디자인과 기계적인 느낌, 신비로운 요소가 가득한 모습",https://maplestory.io/api/KMS/389/mob/8090000/render/stand,4,2,8,1,1,none,none,object,neutral,"기계,신비로운,독특한,로봇,귀여운","사람 얼굴이 잘 보이지 않아 닮은꼴 매칭이 낮지만, 기계적인 요소로 인해 독특한 매칭 가능성 있음."
